










































































# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Mar 28 10:17:07 2018
#
# COLUMN matchid:        User List Record
# COLUMN name_user:      User Name
# COLUMN ra_user:        User RA
# COLUMN dec_user:       User Dec
# COLUMN dist_user:      Match Distance
# COLUMN sourceid:       Source ID
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN hjdstart:       Start HJD [days]
# COLUMN hjdstop:        End HJD [days]
# COLUMN wasp_mag:       WASP-band [mag]
# COLUMN npts:           Points in Light Curve
# COLUMN tm_statnpts:    Points in Statistics Calculation
# COLUMN tm_median:      Median of Time Series [mag]
# COLUMN tm_stddevwrtmed: Std dev of Time Series wrt median [mag]
# COLUMN tm_range595:    5-95% range of Time Series[mag]
#
loc_rowid,matchid,name_user,ra_user,dec_user,dist_user,sourceid,ra,dec,hjdstart,hjdstop,wasp_mag,npts,tm_statnpts,tm_median,tm_stddevwrtmed,tm_range595
95,181,"207.3774692582158,-45.804903221969305",207.37747,-45.80490,0.00011273,1SWASP J134930.62-454817.4,207.377606,-45.804839,2453860.388148,2454688.226458,9.98064,12812,12812,9.982515e+00,7.094283e-02,4.130400e-02
96,185,"233.6659105387274,-37.5545274377924",233.66591,-37.55453,0.00015547,1SWASP J153439.85-373315.9,233.666058,-37.554428,2453860.390845,2454687.229988,10.55078,10590,10590,1.055006e+01,3.026148e-01,8.972000e-02
97,187,"220.85215494185832,-29.085886754230998",220.85215,-29.08589,0.00016547,1SWASP J144324.56-290509.2,220.852339,-29.085900,2453860.390069,2454615.532083,10.16210,12625,12625,1.008288e+01,1.604491e-01,9.281000e-02
98,190,"208.08309197205548,-42.61736441406372",208.08309,-42.61736,0.00008796,1SWASP J135219.92-423702.2,208.083011,-42.617294,2453862.226157,2454662.266493,8.78708,3670,3670,8.792226e+00,1.335814e-01,3.144900e-02
99,191,"212.492372668952,-29.858652617760296",212.49237,-29.85865,0.00016619,1SWASP J140958.16-295130.5,212.492339,-29.858486,2453860.389988,2454688.226157,10.74022,13095,13095,1.074860e+01,1.471560e-01,1.152000e-01
100,193,"226.37321858459026,-44.71099742359056",226.37322,-44.71100,0.00023657,1SWASP J150529.62-444238.9,226.373444,-44.710825,2453862.256806,2454615.531887,11.36002,8313,8313,1.136011e+01,5.920902e-02,5.246000e-02
101,194,"225.55849359145913,-45.78453322264673",225.55849,-45.78453,0.00006025,1SWASP J150214.05-454704.2,225.558572,-45.784511,2453862.256759,2454615.531829,12.04140,8360,8360,1.204116e+01,7.984559e-02,7.587000e-02
102,196,"228.2716061552871,-36.23362188046493",228.27161,-36.23362,0.00012494,1SWASP J151305.20-361400.6,228.271692,-36.233514,2453860.389826,2454615.532188,11.60846,12593,12593,1.160857e+01,4.749347e-02,5.590000e-02
103,197,"224.22279670285008,-43.306492263231874",224.22280,-43.30649,0.00023198,1SWASP J145653.53-431822.8,224.223042,-43.306339,2453862.256875,2454615.531887,10.71087,8543,8543,1.071171e+01,5.175739e-02,7.115000e-02
104,200,"216.43516358875323,-36.87958341421206",216.43516,-36.87958,0.00010808,1SWASP J142544.46-365246.2,216.435267,-36.879514,2453860.389815,2454662.266979,9.82908,10094,10094,9.825572e+00,3.231043e-01,1.151860e-01
105,201,"221.45540968498506,-29.70181005247679",221.45541,-29.70181,0.00015699,1SWASP J144549.33-294206.1,221.455553,-29.701714,2453860.390058,2454615.532095,10.51673,23035,23035,1.050825e+01,1.201534e-01,1.112000e-01
106,203,"220.16513748035266,-47.04602653374387",220.16514,-47.04603,0.00019394,1SWASP J144039.69-470245.4,220.165406,-47.045961,2453862.382407,2454688.227326,10.35483,6092,6092,1.037515e+01,6.133363e-02,7.382000e-02
107,204,"219.3216764932501,-37.87108836543072",219.32168,-37.87109,0.00005792,1SWASP J143717.20-375215.7,219.321667,-37.871033,2453860.389792,2454688.226968,9.91861,11284,11284,9.915775e+00,3.114395e-01,1.443750e-01
108,207,"211.74735641099943,-33.45042082847411",211.74736,-33.45042,0.00026786,1SWASP J140659.43-332701.0,211.747642,-33.450292,2453860.222986,2454688.226238,10.10474,4697,4697,1.007302e+01,1.161238e-01,9.421000e-02
109,209,"223.6661673768618,-42.04538541713603",223.66617,-42.04539,0.00013418,1SWASP J145439.90-420242.9,223.666256,-42.045272,2453872.270093,2454601.593021,7.99170,203,203,7.982739e+00,5.903157e-01,7.226690e-01
110,210,"220.53904591704028,-42.78931350106902",220.53905,-42.78931,0.00013125,1SWASP J144209.36-424721.0,220.539017,-42.789181,2453872.265035,2454601.592963,7.03241,187,187,6.816788e+00,4.736454e-01,1.472441e+00
111,211,"224.09569018940834,-45.15628063143404",224.09569,-45.15628,0.00014000,1SWASP J145622.92-450922.4,224.095503,-45.156233,2453862.256794,2454615.531817,8.47870,2248,2248,8.471436e+00,7.424946e-02,9.044000e-02
112,212,"227.19751035171603,-42.84749220596701",227.19751,-42.84749,0.00020440,1SWASP J150847.46-425050.5,227.197750,-42.847386,2453872.270104,2454601.593461,8.71338,167,167,8.727627e+00,4.033288e-01,8.273060e-01
113,215,"221.59067622789556,-35.73257752951946",221.59068,-35.73258,0.00013784,1SWASP J144621.74-354356.8,221.590614,-35.732453,2453860.389873,2454615.532014,9.51127,15795,15795,9.541480e+00,2.457829e-01,5.415500e-02
114,216,"235.0945655896233,-37.34416974620564",235.09457,-37.34417,0.00013020,1SWASP J154022.70-372038.5,235.094600,-37.344042,2453860.390822,2454687.230104,9.86780,10555,10555,9.868607e+00,3.015921e-01,3.507400e-02
115,217,"219.18569770919902,-31.961708649019307",219.18570,-31.96171,0.00025942,1SWASP J143644.63-315741.8,219.185992,-31.961633,2453860.389988,2454688.226771,11.88940,16580,16579,1.192043e+01,2.893213e-01,1.854700e-01
116,218,"227.1769956079934,-44.48463932494254",227.17700,-44.48464,0.00012815,1SWASP J150842.50-442904.3,227.177119,-44.484544,2453862.262546,2454601.593391,8.22424,736,736,8.216407e+00,1.555464e-01,2.523440e-01
117,221,"218.1612485809763,-41.542596504954915",218.16125,-41.54260,0.00011019,1SWASP J143238.73-413233.3,218.161397,-41.542594,2453860.389977,2454687.221759,9.29295,7315,7315,9.293036e+00,5.006958e-02,3.998500e-02
118,222,"226.75504702113312,-27.118003256030608",226.75505,-27.11800,0.00012642,1SWASP J150701.24-270704.8,226.755192,-27.118003,2454148.500301,2454615.532280,11.45697,9957,9957,1.144428e+01,8.387290e-02,1.463500e-01
119,223,"226.6351782486577,-42.88571864935455",226.63518,-42.88572,0.00016552,1SWASP J150632.49-425308.4,226.635394,-42.885667,2453872.270093,2454601.593021,8.06216,160,160,8.032018e+00,4.553845e-01,6.950420e-01
120,227,"228.57137506939074,-38.94406836687188",228.57138,-38.94407,0.00009357,1SWASP J151417.14-385638.3,228.571433,-38.943986,2453860.389734,2454615.532118,9.41754,20472,20472,9.426127e+00,5.576278e-02,5.166600e-02
121,229,"223.6479397367748,-39.787102476642055",223.64794,-39.78710,0.00003335,1SWASP J145435.50-394713.6,223.647956,-39.787131,2453862.257025,2454615.531979,10.16876,14139,14139,1.017244e+01,2.525232e-01,6.059000e-02
122,233,"226.72630568741295,-39.67844890631772",226.72631,-39.67845,0.00009600,1SWASP J150654.33-394042.2,226.726414,-39.678397,2453862.257025,2454615.532060,9.36019,13349,13349,9.361503e+00,5.161344e-02,6.088800e-02
123,234,"232.5773564253401,-39.40443079862546",232.57736,-39.40443,0.00016936,1SWASP J153018.55-392415.3,232.577292,-39.404269,2453860.431400,2454338.300081,11.54407,5895,5895,1.154981e+01,4.099144e-01,7.325000e-02
124,235,"213.75977878280852,-28.723683896867456",213.75978,-28.72368,0.00024237,1SWASP J141502.31-284324.4,213.759644,-28.723469,2453860.390023,2454688.226215,12.06987,13108,13108,1.210698e+01,6.834935e-02,1.603000e-01
125,236,"221.23689201009242,-34.38168112795532",221.23689,-34.38168,0.00012326,1SWASP J144456.87-342253.7,221.236997,-34.381594,2453860.389919,2454615.532025,9.79910,21563,21563,9.808972e+00,2.289520e-01,7.382600e-02
126,237,"211.740510933515,-44.437497802741035",211.74051,-44.43750,0.00017964,1SWASP J140657.77-442614.6,211.740719,-44.437400,2453860.388275,2454688.226678,11.04237,24491,24491,1.103939e+01,5.621551e-02,4.526000e-02
127,238,"215.87146786354063,-38.751066754537874",215.87147,-38.75107,0.00010037,1SWASP J142329.13-384503.5,215.871394,-38.750989,2453860.389745,2454688.223692,10.00897,11447,11447,9.969510e+00,3.080492e-01,3.947300e-02
128,241,"218.23765103723395,-42.40554138857687",218.23765,-42.40554,0.00012181,1SWASP J143257.06-422419.6,218.237772,-42.405458,2453872.265012,2454574.669433,7.93667,374,374,7.905929e+00,2.054597e-01,3.848890e-01
129,243,"230.38642934809252,-32.70549082801493",230.38643,-32.70549,0.00005608,1SWASP J152132.75-324219.6,230.386483,-32.705456,2453862.279919,2454615.532303,10.06473,11221,11221,1.012047e+01,7.713347e-02,6.977000e-02
130,245,"213.93017898858446,-33.35940038065983",213.93018,-33.35940,0.00002806,1SWASP J141543.24-332133.7,213.930178,-33.359372,2453860.389907,2454688.226400,11.26336,11258,11257,1.125523e+01,8.838253e-02,1.356600e-01
131,246,"216.64820020706895,-31.657986809395194",216.64820,-31.65799,0.00010903,1SWASP J142635.59-313928.7,216.648328,-31.657994,2453860.389988,2454688.226562,11.65100,24317,24317,1.165522e+01,2.176524e-01,1.530600e-01
132,247,"230.35718277460748,-37.93093985678757",230.35718,-37.93094,0.00019032,1SWASP J152125.72-375550.7,230.357194,-37.930750,2453860.389745,2454687.229745,10.03492,22790,22790,1.004431e+01,2.084316e-01,5.503000e-02
133,249,"231.9180694294893,-45.95892398368815",231.91807,-45.95892,0.00023929,1SWASP J152740.35-455731.2,231.918142,-45.958686,2454151.461481,2454615.490509,11.99407,2535,2535,1.202051e+01,1.067989e-01,2.337000e-01
134,250,"229.25973357875168,-43.442703651456036",229.25973,-43.44270,0.00009902,1SWASP J151702.35-432633.4,229.259814,-43.442622,2453862.256852,2454615.531991,10.30684,8546,8546,1.031257e+01,4.648921e-02,5.705000e-02
135,251,"206.01919004031762,-39.59353259628764",206.01919,-39.59353,0.00023457,1SWASP J134404.67-393536.5,206.019489,-39.593486,2453860.388391,2454688.226076,9.98979,25901,25901,9.993504e+00,2.019118e-01,5.495700e-02
136,253,"218.67488914383935,-44.028316259150756",218.67489,-44.02832,0.00026676,1SWASP J143441.88-440141.9,218.674519,-44.028317,2453862.343171,2454574.669340,8.50109,825,825,8.481578e+00,1.381260e-01,2.686720e-01
137,257,"206.44280599562674,-42.08615847558784",206.44281,-42.08616,0.00025790,1SWASP J134546.35-420510.0,206.443156,-42.086136,2453860.388299,2454688.226215,9.68183,11432,11432,9.681489e+00,5.524966e-02,3.504300e-02
138,258,"223.7578797137682,-27.354069473371393",223.75788,-27.35407,0.00010114,1SWASP J145501.89-272114.2,223.757886,-27.353969,2454148.500544,2454615.532188,12.23187,9960,9960,1.226508e+01,1.173376e-01,2.634400e-01
139,259,"223.38555562120396,-32.627652228105056",223.38556,-32.62765,0.00012153,1SWASP J145332.55-323739.1,223.385642,-32.627550,2453860.389977,2454615.532118,11.62101,15136,15136,1.159084e+01,2.570697e-01,5.781000e-02
140,261,"208.232848821689,-36.583601727609924",208.23285,-36.58360,0.00018849,1SWASP J135255.91-363500.3,208.232978,-36.583442,2453860.222824,2454688.226100,10.92977,14213,14213,1.093374e+01,2.605475e-01,1.566700e-01
141,263,"219.46137721885975,-38.845559514018014",219.46138,-38.84556,0.00014134,1SWASP J143750.76-385044.2,219.461533,-38.845636,2453860.389757,2454688.227014,11.50333,11155,11155,1.133492e+01,3.784918e-01,6.280400e-01
142,264,"223.75173321837318,-40.67542823969405",223.75173,-40.67543,0.00019274,1SWASP J145500.42-404030.8,223.751786,-40.675242,2453862.256991,2454615.531956,11.40669,8542,8542,1.141161e+01,7.216941e-02,7.212000e-02
143,266,"228.47092860024966,-38.7926054933103",228.47093,-38.79261,0.00016902,1SWASP J151352.97-384733.4,228.470714,-38.792625,2453860.389734,2454615.532118,9.47533,21011,21011,9.483290e+00,5.409796e-02,4.782300e-02
144,267,"222.61291554155906,-25.739219310093667",222.61292,-25.73922,0.00023300,1SWASP J145027.14-254420.6,222.613117,-25.739069,2454148.500694,2454615.532164,10.70359,9968,9968,1.079500e+01,1.589571e-01,3.433200e-01
145,273,"209.94253132143587,-35.86252235403572",209.94253,-35.86252,0.00008237,1SWASP J135946.22-355144.8,209.942594,-35.862456,2453860.222882,2454688.226192,10.10250,14233,14233,1.010153e+01,2.510749e-01,3.316000e-02
146,276,"221.2018253491733,-44.7666203170153",221.20183,-44.76662,0.00012000,1SWASP J144448.47-444559.6,221.201983,-44.766569,2453860.389502,2454615.531748,12.54770,18645,18645,1.254862e+01,8.749398e-02,1.261800e-01
147,277,"231.0503361224136,-36.524452281848355",231.05034,-36.52445,0.00009826,1SWASP J152412.10-363127.7,231.050419,-36.524375,2453860.390914,2454687.229769,9.97287,10631,10631,1.071552e+01,2.934107e-01,4.998000e-02
148,281,"216.55830867112647,-27.91374836076042",216.55831,-27.91375,0.00022050,1SWASP J142614.05-275449.2,216.558547,-27.913681,2453860.390069,2454688.226424,10.39962,13139,13139,1.039586e+01,1.415109e-01,6.820000e-02
149,282,"220.8758169231867,-42.49058268601602",220.87582,-42.49058,0.00019584,1SWASP J144330.25-422925.7,220.876053,-42.490486,2453860.389606,2454615.531817,11.15117,18091,18091,1.115476e+01,7.711097e-02,1.263000e-01
150,283,"237.98412282865746,-39.61168507706907",237.98412,-39.61169,0.00015991,1SWASP J155156.22-393641.7,237.984286,-39.611594,2453860.397581,2454687.230347,10.74631,7114,7114,1.073916e+01,3.675092e-01,8.579000e-02
151,285,"230.59652567043608,-34.624264819857125",230.59653,-34.62426,0.00011975,1SWASP J152223.18-343726.9,230.596617,-34.624164,2453860.390984,2454603.588264,9.19849,11593,11593,9.210378e+00,3.619942e-01,2.304890e-01
152,287,"231.15505857081914,-43.3232730600373",231.15506,-43.32327,0.00008354,1SWASP J152437.19-431923.9,231.154967,-43.323319,2453862.256840,2454615.532037,9.48995,6489,6489,9.492843e+00,1.413986e-01,5.014500e-02
153,291,"211.16270243855797,-45.28891469157135",211.16270,-45.28891,0.00019307,1SWASP J140439.10-451719.7,211.162933,-45.288808,2453860.494606,2454615.508241,8.42887,10181,10181,8.447633e+00,8.503275e-02,1.021350e-01
154,292,"219.29363951706515,-37.8682326518009",219.29364,-37.86823,0.00005248,1SWASP J143710.47-375205.4,219.293631,-37.868178,2453860.389792,2454688.226968,10.47934,11286,11286,1.048104e+01,3.120118e-01,1.376900e-01
155,294,"228.95175830171996,-37.1545482474974",228.95176,-37.15455,0.00012162,1SWASP J151548.44-370916.0,228.951864,-37.154461,2453872.270752,2454600.562014,7.57923,156,156,7.529747e+00,3.012043e-01,8.879450e-01
156,296,"215.1216364893046,-37.769225662836135",215.12164,-37.76923,0.00020201,1SWASP J142029.19-374608.5,215.121642,-37.769028,2453860.389780,2454612.507917,10.69475,11292,11292,1.069942e+01,3.157966e-01,4.798000e-02
157,298,"225.07896219556395,-39.01911866084218",225.07896,-39.01912,0.00011225,1SWASP J150018.91-390108.8,225.078817,-39.019136,2453860.389745,2454615.532037,11.43146,21871,21871,1.143319e+01,2.171259e-01,6.385000e-02
158,299,"219.87456455894477,-31.57134319809103",219.87456,-31.57134,0.00003887,1SWASP J143929.90-313416.8,219.874603,-31.571353,2453860.390000,2454615.532014,9.65927,19269,19269,9.647661e+00,1.432750e-01,1.208070e-01
159,300,"218.17185383918942,-35.19745308729471",218.17185,-35.19745,0.00004407,1SWASP J143241.24-351150.6,218.171853,-35.197406,2453860.389884,2454688.226806,10.13356,10781,10781,1.013642e+01,3.200176e-01,8.114000e-02
160,302,"228.45630545404214,-37.37284348752024",228.45631,-37.37284,0.00005871,1SWASP J151349.52-372222.0,228.456339,-37.372786,2453860.389792,2454615.532164,11.08061,13291,13291,1.107945e+01,5.437088e-02,7.535000e-02
161,307,"219.00625080847925,-41.343490127781",219.00625,-41.34349,0.00020757,1SWASP J143601.52-412035.8,219.006333,-41.343292,2453860.494850,2454662.267234,8.97812,5697,5697,8.985401e+00,5.938140e-02,5.175800e-02
162,308,"226.72062558015512,-29.072000698015696",226.72063,-29.07200,0.00010581,1SWASP J150652.98-290419.1,226.720750,-29.071986,2454148.500255,2454615.532269,11.22846,9968,9968,1.118373e+01,7.377577e-02,1.154200e-01
163,311,"215.45497171044818,-42.80475947354094",215.45497,-42.80476,0.00013010,1SWASP J142149.22-424817.4,215.455094,-42.804853,2453860.389572,2454688.226852,11.31599,10160,10160,1.132381e+01,5.124511e-02,9.546000e-02
164,313,"231.31677569141573,-38.157993109076685",231.31678,-38.15799,0.00012869,1SWASP J152516.04-380928.3,231.316867,-38.157881,2453862.309410,2454615.243044,8.64326,2108,2108,9.104189e+00,6.477027e-01,3.475110e-01
165,314,"225.53525090867828,-43.073083651341",225.53525,-43.07308,0.00010269,1SWASP J150208.49-430422.9,225.535375,-43.073033,2453862.256887,2454615.531921,9.23607,4439,4439,9.229259e+00,1.158536e-01,4.584500e-02
166,315,"231.57167628975787,-36.59852582514996",231.57168,-36.59853,0.00017415,1SWASP J152617.21-363554.0,231.571714,-36.598358,2453862.337604,2454601.616076,7.39846,2922,2922,7.468987e+00,3.695750e-01,4.831150e-01
167,317,"231.08752186965046,-45.03709942001021",231.08752,-45.03710,0.00015242,1SWASP J152421.04-450213.1,231.087675,-45.036994,2453862.256759,2454615.531968,11.93700,8536,8536,1.194440e+01,6.689255e-02,8.376000e-02
168,319,"230.51129404437694,-31.536114951424157",230.51129,-31.53611,0.00012945,1SWASP J152202.74-313209.7,230.511417,-31.536039,2454148.499873,2454603.588333,9.05079,6070,6070,9.184511e+00,9.773268e-02,8.701300e-02
169,321,"215.92537592762298,-33.17477517085829",215.92538,-33.17478,0.00016587,1SWASP J142342.12-331028.8,215.925539,-33.174681,2453860.389931,2454688.226551,10.54570,10526,10526,1.054975e+01,3.301132e-01,1.678500e-01
170,322,"229.06251955824976,-44.48000771416858",229.06252,-44.48001,0.00012994,1SWASP J151615.03-442847.7,229.062650,-44.479919,2453862.256806,2454615.531956,9.99272,8539,8539,9.997997e+00,4.943215e-02,7.168300e-02
171,324,"219.16478354502638,-31.18615339776482",219.16478,-31.18615,0.00005508,1SWASP J143639.54-311110.3,219.164753,-31.186200,2453860.390012,2454688.226748,10.22509,12196,12196,1.022396e+01,1.466412e-01,7.624000e-02
172,325,"219.85988193556,-32.513917318933075",219.85988,-32.51392,0.00003811,1SWASP J143926.36-323050.1,219.859839,-32.513936,2453860.389977,2454612.508183,9.87671,11289,11289,9.877028e+00,3.116991e-01,1.041940e-01
173,326,"216.0045671567008,-46.69651781635877",216.00457,-46.69652,0.00027727,1SWASP J142401.16-464146.7,216.004853,-46.696322,2453860.389387,2454688.227037,11.52766,10113,10113,1.154414e+01,8.160385e-02,8.502000e-02
174,328,"221.8439481095511,-25.624322334652334",221.84395,-25.62432,0.00005991,1SWASP J144722.55-253727.3,221.843981,-25.624267,2454184.620336,2454601.570336,5.79409,105,105,5.861491e+00,5.732872e-01,1.420580e+00
175,330,"205.78288733804632,-35.99717319362487",205.78289,-35.99717,0.00013860,1SWASP J134307.89-355950.3,205.782906,-35.997308,2453860.222801,2454688.225891,11.68661,14040,14040,1.164696e+01,3.080747e-01,4.467400e-01
176,333,"217.80980105366513,-40.65602193436892",217.80980,-40.65602,0.00011894,1SWASP J143114.37-403921.3,217.809911,-40.655936,2453872.265069,2454574.669525,7.60656,419,419,7.585185e+00,1.807120e-01,4.033890e-01
177,334,"226.57463190729118,-35.40629069393155",226.57463,-35.40629,0.00012646,1SWASP J150617.93-352422.3,226.574739,-35.406200,2453862.279873,2454615.532164,8.77785,4348,4348,8.771413e+00,6.773711e-02,5.202300e-02
178,336,"206.12766220016536,-34.4131308761507",206.12766,-34.41313,0.00018464,1SWASP J134430.66-342446.6,206.127758,-34.412964,2453860.222859,2454688.225845,9.98623,14203,14203,9.985734e+00,2.583282e-01,2.916800e-02
179,338,"207.52874281055773,-33.17092632309866",207.52874,-33.17093,0.00014679,1SWASP J135006.91-331014.8,207.528806,-33.170794,2453860.222917,2454688.225891,10.52390,14233,14233,1.052297e+01,2.574841e-01,3.436000e-02
180,340,"231.1347298371598,-36.86753727875234",231.13473,-36.86754,0.00011862,1SWASP J152432.35-365202.7,231.134794,-36.867433,2453860.390903,2454687.229780,11.37678,10721,10721,1.202204e+01,3.084935e-01,1.422900e-01
181,341,"229.77933935340698,-42.43774964623347",229.77934,-42.43775,0.00012417,1SWASP J151907.06-422615.5,229.779453,-42.437658,2453872.270127,2454601.593495,8.07873,178,178,8.028901e+00,3.272169e-01,8.153170e-01
182,343,"216.84263145703517,-34.33714578011608",216.84263,-34.33715,0.00016590,1SWASP J142722.27-342014.0,216.842811,-34.337222,2453860.389907,2454688.226667,12.25384,11297,11296,1.225683e+01,3.019573e-01,1.111200e-01
183,344,"212.78818889995787,-38.303713774924454",212.78819,-38.30371,0.00025502,1SWASP J141109.13-381812.5,212.788047,-38.303481,2453860.389734,2454688.226505,10.07053,10842,10842,1.007160e+01,4.509341e-02,3.834000e-02
184,345,"206.38075835966384,-33.97304383063703",206.38076,-33.97304,0.00024676,1SWASP J134531.45-335822.7,206.381053,-33.972997,2453860.222870,2454688.225845,9.42635,12724,12724,9.424618e+00,2.755321e-01,3.072300e-02
185,347,"209.4485692601561,-32.32088479485428",209.44857,-32.32088,0.00009852,1SWASP J135747.65-321915.5,209.448558,-32.320978,2453860.222975,2454688.226007,10.64790,21489,21489,1.068058e+01,2.420959e-01,3.617400e-01
186,351,"219.22779478540878,-27.390250694258878",219.22779,-27.39025,0.00005336,1SWASP J143654.66-272324.7,219.227769,-27.390200,2453860.390104,2454615.532037,9.90573,13074,13074,9.897141e+00,1.435795e-01,9.711800e-02
187,359,"213.79309346762773,-42.180640373835644",213.79309,-42.18064,0.00022927,1SWASP J141510.29-421049.6,213.792911,-42.180453,2453860.389583,2454688.226725,9.73011,9993,9993,9.723939e+00,4.532749e-02,5.340100e-02
188,363,"214.59405186516747,-33.06182866110851",214.59405,-33.06183,0.00020976,1SWASP J141822.60-330341.9,214.594203,-33.061664,2453860.389931,2454688.226447,9.69453,11187,11187,9.675347e+00,1.436189e-01,1.639340e-01
189,364,"213.5612157187433,-39.22845013607839",213.56122,-39.22845,0.00008833,1SWASP J141414.71-391342.6,213.561314,-39.228500,2453860.389699,2454662.266817,9.29904,17289,17289,9.308169e+00,7.210689e-02,5.612100e-02
190,365,"230.94118107374263,-40.23533660740951",230.94118,-40.23534,0.00025714,1SWASP J152345.90-401406.3,230.941269,-40.235092,2453862.256979,2454615.532130,11.24503,5800,5800,1.124828e+01,8.504859e-02,7.220000e-02
191,366,"218.0263155554969,-35.747256414990176",218.02632,-35.74726,0.00010732,1SWASP J143206.33-354449.8,218.026386,-35.747167,2453860.389873,2454688.226806,11.22504,11261,11261,1.122863e+01,3.129241e-01,1.177600e-01
192,367,"224.32402350668016,-26.55265534279821",224.32402,-26.55266,0.00009689,1SWASP J145717.77-263309.2,224.324072,-26.552575,2454148.500521,2454615.532211,10.85745,9968,9968,1.093033e+01,1.521160e-01,3.474500e-01
193,372,"229.6986135828028,-30.82496836320388",229.69861,-30.82497,0.00010039,1SWASP J151847.64-304929.7,229.698500,-30.824936,2454148.499954,2454615.526181,9.04047,8879,8879,8.931961e+00,1.871371e-01,3.412620e-01
194,374,"235.5052111768888,-38.21932951998393",235.50521,-38.21933,0.00005990,1SWASP J154201.23-381309.4,235.505144,-38.219300,2453860.390787,2454687.230150,10.66048,10597,10597,1.066157e+01,2.983155e-01,4.069000e-02
195,375,"225.5299482345813,-46.68335564466748",225.52995,-46.68336,0.00012508,1SWASP J150207.22-464059.8,225.530097,-46.683286,2453862.256713,2453947.382280,8.70532,1221,1221,8.705684e+00,4.461531e-02,6.039600e-02
196,376,"219.84970297070385,-30.14155371272712",219.84970,-30.14155,0.00010930,1SWASP J143923.94-300829.2,219.849778,-30.141464,2453860.390035,2454615.532037,12.24934,13114,13114,1.228487e+01,8.114745e-02,1.722100e-01
197,378,"205.78853986870433,-35.21952235043713",205.78854,-35.21952,0.00013700,1SWASP J134309.27-351309.8,205.788633,-35.219406,2453860.222824,2454688.225856,9.78096,13573,13573,9.780813e+00,2.659671e-01,2.820200e-02
198,379,"221.75322266500882,-34.280167584509414",221.75322,-34.28017,0.00015154,1SWASP J144700.74-341648.1,221.753108,-34.280050,2453860.389931,2454615.532037,11.61834,13163,13163,1.162306e+01,2.770593e-01,5.796000e-02
199,380,"224.34175031062446,-27.320837411581763",224.34175,-27.32084,0.00011937,1SWASP J145722.04-271914.7,224.341842,-27.320753,2454148.500498,2454615.532211,9.33767,6353,6353,9.384221e+00,1.321457e-01,2.808670e-01
200,383,"218.18583400824883,-29.320496276546436",218.18583,-29.32050,0.00015495,1SWASP J143244.56-291913.4,218.185706,-29.320389,2453860.390058,2454688.226609,9.41037,12294,12294,9.395678e+00,1.476871e-01,1.093710e-01
201,384,"228.87902093420203,-31.1612550130387",228.87902,-31.16126,0.00016432,1SWASP J151530.93-310940.0,228.878894,-31.161136,2454148.500012,2454615.532292,9.41951,9281,9281,9.293069e+00,2.104642e-01,3.667800e-01
202,386,"222.16363867022324,-37.86659250418654",222.16364,-37.86659,0.00024876,1SWASP J144839.34-375159.9,222.163942,-37.866661,2453860.390139,2454615.531979,9.28488,8227,8227,9.291750e+00,3.366007e-01,6.834600e-02
203,388,"205.75120984592084,-30.860743913559368",205.75121,-30.86074,0.00020522,1SWASP J134300.29-305137.9,205.751236,-30.860536,2454134.467245,2454688.225660,11.52967,11250,11250,1.152227e+01,6.818709e-02,1.217300e-01
204,392,"214.76799285189506,-37.786865873793865",214.76799,-37.78687,0.00015675,1SWASP J141904.29-374712.2,214.767906,-37.786728,2453860.389769,2454688.226632,10.94749,11267,11267,1.094850e+01,9.035743e-02,9.177000e-02
205,393,"229.7309548623887,-44.500396583315286",229.73095,-44.50040,0.00011488,1SWASP J151855.45-443001.1,229.731072,-44.500325,2453862.256794,2454615.531968,9.88409,8523,8523,9.885063e+00,4.568993e-02,4.333400e-02
206,394,"231.92625623377387,-36.237058427084754",231.92626,-36.23706,0.00011412,1SWASP J152742.32-361413.0,231.926342,-36.236967,2453860.390914,2454687.229838,9.60861,10204,10204,9.605956e+00,3.055112e-01,5.527200e-02
207,395,"232.21730571955376,-37.077078698694116",232.21731,-37.07708,0.00023884,1SWASP J152852.16-370436.6,232.217356,-37.076844,2453860.390880,2454687.229873,10.85123,10625,10625,1.085344e+01,2.991837e-01,4.875000e-02
208,397,"237.4150446682746,-38.77757298257864",237.41504,-38.77757,0.00012900,1SWASP J154939.63-384638.9,237.415156,-38.777478,2453860.390729,2454687.230301,9.53317,9110,9110,9.524989e+00,3.292464e-01,9.229700e-02
